,C_minmax,I_minmax,Q_minmax,index_minmax,C_robust,I_robust,Q_robust,index_robust,C_percentile,I_percentile,Q_percentile,index_percentile
2020-02-01,0.30434782608695626,0.3437499999999999,0.34949300592099997,0.33253027733598534,0.06106870229007573,0.19999999999999973,0.08022421031226755,0.113764304200781,0.2122905027932961,0.25139664804469275,0.1564245810055866,0.20670391061452512
2020-03-01,0.4130434782608693,0.37500000000000006,0.36983140525503244,0.3859582945053006,0.25190839694656436,0.25,0.1266881259323908,0.209532174292985,0.4972067039106145,0.28212290502793297,0.18435754189944134,0.32122905027932963
2020-04-01,0.35869565217391275,0.46875,0.46218514559049356,0.4298769325881355,0.15648854961832004,0.3999999999999999,0.3376740706802289,0.29805420676618294,0.3743016759776536,0.40782122905027934,0.2905027932960894,0.35754189944134085
2020-05-01,0.19565217391304318,0.4999999999999999,0.40583874761744587,0.367163640510163,0.0,0.44999999999999973,0.20894839085070954,0.21964946361690307,0.03910614525139665,0.4748603351955307,0.25139664804469275,0.25512104283054005
2020-06-01,0.043478260869565064,0.40624999999999994,0.33082441986238953,0.2601842269106515,0.0,0.2999999999999998,0.037575052277356275,0.11252501742578536,0.0223463687150838,0.32122905027932963,0.12849162011173185,0.15735567970204842
2020-07-01,0.0,0.3437499999999999,0.25470955389222616,0.19948651796407535,0.0,0.19999999999999973,0.0,0.06666666666666658,0.008379888268156424,0.25139664804469275,0.0782122905027933,0.11266294227188083
2020-08-01,0.0,0.2812500000000001,0.184257961110286,0.15516932037009537,0.0,0.10000000000000009,0.0,0.03333333333333336,0.008379888268156424,0.17597765363128492,0.0446927374301676,0.07635009310986965
2020-09-01,0.03260869565217361,0.1874999999999999,0.14682898268931455,0.12231255944716268,0.0,0.0,0.0,0.0,0.01675977653631285,0.09217877094972067,0.0335195530726257,0.04748603351955307
2020-10-01,0.09782608695652159,0.15625,0.12440246287585342,0.1261595166107917,0.0,0.0,0.0,0.0,0.027932960893854747,0.08379888268156424,0.0223463687150838,0.0446927374301676
2020-11-01,0.1847826086956521,0.09374999999999994,0.05387685457020666,0.11080315442195292,0.0,0.0,0.0,0.0,0.0335195530726257,0.06983240223463687,0.0111731843575419,0.038175046554934824
2020-12-01,0.2608695652173912,0.06250000000000006,0.0,0.10778985507246375,0.0,0.0,0.0,0.0,0.0893854748603352,0.055865921787709494,0.00558659217877095,0.05027932960893855
2021-01-01,0.2826086956521737,0.03124999999999989,0.06043229700729413,0.12476366421982259,0.022900763358778144,0.0,0.0,0.007633587786259381,0.15083798882681565,0.0335195530726257,0.01675977653631285,0.0670391061452514
2021-02-01,0.2608695652173912,0.03124999999999989,0.1299118189809954,0.14067712806612884,0.0,0.0,0.0,0.0,0.0893854748603352,0.0335195530726257,0.027932960893854747,0.05027932960893855
2021-03-01,0.2934782608695652,0.0,0.1616103091281645,0.15169618999924322,0.04198473282442727,0.0,0.0,0.013994910941475758,0.18156424581005587,0.0111731843575419,0.03910614525139665,0.07728119180633147
2021-04-01,0.2934782608695652,0.0,0.1865302871331072,0.16000284933422412,0.04198473282442727,0.0,0.0,0.013994910941475758,0.18156424581005587,0.0111731843575419,0.05027932960893855,0.08100558659217877
2021-05-01,0.3369565217391302,0.03124999999999989,0.1910326225345036,0.18641304809121126,0.11832061068702245,0.0,0.0,0.03944020356234081,0.32122905027932963,0.0335195530726257,0.055865921787709494,0.1368715083798883
2021-06-01,0.3478260869565217,0.0,0.21122859267037356,0.18635155987563176,0.13740458015267157,0.0,0.0,0.04580152671755719,0.3463687150837989,0.0111731843575419,0.061452513966480445,0.13966480446927373
